0	6.235500e-01	6.220167e-01	6.250809e-01
1	3.450000e-03	3.269479e-03	3.640452e-03
2	1.564000e-02	1.525245e-02	1.603724e-02
3	3.000000e-03	2.831954e-03	3.177986e-03
4	1.555000e-02	1.516356e-02	1.594613e-02
5	0.000000e+00	0.000000e+00	9.999900e-06
6	1.470000e-02	1.432425e-02	1.508546e-02
7	0.000000e+00	0.000000e+00	9.999900e-06
8	7.870000e-02	7.785270e-02	7.955573e-02
9	1.467000e-02	1.429463e-02	1.505508e-02
10	1.910000e-03	1.776821e-03	2.053141e-03
11	1.282000e-02	1.246909e-02	1.318065e-02
12	7.333000e-02	7.250993e-02	7.415861e-02
13	1.950000e-03	1.815386e-03	2.094575e-03
14	6.499000e-02	6.421481e-02	6.577389e-02
15	7.574000e-02	7.490756e-02	7.658093e-02
