400	0.646688
396	0.649640
392	0.653271
388	0.655679
384	0.658085
380	0.660314
376	0.662661
372	0.664040
368	0.666639
364	0.670391
360	0.671516
356	0.672443
352	0.674959
348	0.677469
344	0.679601
340	0.681775
336	0.684428
332	0.685089
328	0.685943
324	0.689125
320	0.693224
316	0.694869
312	0.697818
308	0.700231
304	0.702767
300	0.704804
296	0.707530
292	0.710904
288	0.713072
284	0.713909
280	0.714317
276	0.714889
272	0.717834
268	0.720828
264	0.724315
260	0.727852
256	0.730377
252	0.732788
248	0.735516
244	0.737191
240	0.740193
236	0.743780
232	0.746392
228	0.747756
224	0.750623
220	0.752826
216	0.755564
212	0.755373
208	0.756294
204	0.759332
200	0.760963
196	0.762620
192	0.763513
188	0.766111
184	0.767253
180	0.768568
176	0.768781
172	0.770310
168	0.772601
164	0.776274
160	0.779167
156	0.782145
152	0.784783
148	0.787952
144	0.790575
140	0.793491
136	0.797049
132	0.799492
128	0.803984
124	0.807596
120	0.810322
116	0.811734
112	0.813965
108	0.817170
104	0.818662
100	0.821485
96	0.825732
92	0.829968
88	0.835077
84	0.838877
80	0.843081
76	0.847941
72	0.850640
68	0.853983
64	0.859183
60	0.863193
56	0.867243
52	0.868517
48	0.873022
44	0.875897
40	0.879820
36	0.883015
32	0.887860
28	0.892199
24	0.894879
20	0.897125
16	0.900363
12	0.904387
8	0.906957
4	0.910801
