0	9.987500e-01	-nan
1	8.753233e-01	1.020838e-03
2	7.742154e-01	1.794198e-03
3	6.891172e-01	2.415361e-03
4	6.158082e-01	2.896021e-03
5	5.516140e-01	3.287681e-03
6	4.969631e-01	3.595804e-03
7	4.487795e-01	3.856923e-03
8	4.064944e-01	4.057171e-03
9	3.692480e-01	4.200400e-03
10	3.355598e-01	4.332294e-03
11	3.055886e-01	4.428543e-03
12	2.778482e-01	4.505513e-03
13	2.528122e-01	4.584925e-03
14	2.301267e-01	4.646323e-03
15	2.100075e-01	4.675211e-03
16	1.919334e-01	4.698044e-03
17	1.749132e-01	4.725845e-03
18	1.596235e-01	4.751797e-03
19	1.454538e-01	4.770833e-03
20	1.329603e-01	4.755298e-03
21	1.211124e-01	4.756821e-03
22	1.095802e-01	4.764472e-03
23	9.880280e-02	4.769984e-03
24	8.840688e-02	4.802238e-03
25	7.878123e-02	4.835091e-03
26	6.960222e-02	4.842776e-03
27	6.125062e-02	4.844685e-03
28	5.356065e-02	4.832102e-03
29	4.644622e-02	4.809105e-03
30	3.909259e-02	4.797830e-03
31	3.240773e-02	4.801886e-03
32	2.620745e-02	4.793955e-03
33	2.139519e-02	4.772661e-03
34	1.783167e-02	4.738943e-03
35	1.464936e-02	4.718773e-03
36	1.168228e-02	4.701480e-03
37	8.604442e-03	4.699828e-03
38	5.666620e-03	4.706438e-03
39	2.370576e-03	4.710030e-03
40	-5.675193e-05	4.719694e-03
41	-2.356170e-03	4.704809e-03
42	-4.588192e-03	4.692794e-03
43	-7.220885e-03	4.680900e-03
44	-9.223104e-03	4.659762e-03
45	-1.183367e-02	4.659981e-03
46	-1.352218e-02	4.654821e-03
47	-1.486983e-02	4.643332e-03
48	-1.559497e-02	4.639559e-03
49	-1.598509e-02	4.659757e-03
50	-1.578064e-02	4.681513e-03
51	-1.606908e-02	4.700709e-03
52	-1.646248e-02	4.718976e-03
53	-1.676108e-02	4.734171e-03
54	-1.724246e-02	4.728657e-03
55	-1.765601e-02	4.740318e-03
56	-1.737694e-02	4.729672e-03
57	-1.720701e-02	4.719089e-03
58	-1.742300e-02	4.689768e-03
59	-1.793849e-02	4.647997e-03
60	-1.854115e-02	4.626138e-03
61	-1.870613e-02	4.582822e-03
62	-1.847662e-02	4.544594e-03
63	-1.921478e-02	4.487810e-03
64	-1.997396e-02	4.453326e-03
65	-1.961655e-02	4.411952e-03
66	-1.920615e-02	4.380929e-03
67	-1.922699e-02	4.371264e-03
68	-1.958095e-02	4.363728e-03
69	-1.900389e-02	4.355390e-03
70	-1.876592e-02	4.378218e-03
71	-1.796615e-02	4.393148e-03
72	-1.710582e-02	4.394382e-03
73	-1.644371e-02	4.427628e-03
74	-1.621190e-02	4.476650e-03
75	-1.577273e-02	4.551551e-03
76	-1.531950e-02	4.614844e-03
77	-1.450324e-02	4.659317e-03
78	-1.395322e-02	4.684672e-03
79	-1.388998e-02	4.709892e-03
80	-1.400920e-02	4.761723e-03
81	-1.482886e-02	4.823312e-03
82	-1.578595e-02	4.859076e-03
83	-1.582042e-02	4.862330e-03
84	-1.556105e-02	4.890889e-03
85	-1.471088e-02	4.881381e-03
86	-1.452344e-02	4.851414e-03
87	-1.435063e-02	4.819522e-03
88	-1.422343e-02	4.799434e-03
89	-1.437963e-02	4.787889e-03
90	-1.466963e-02	4.783211e-03
91	-1.522012e-02	4.773490e-03
92	-1.553230e-02	4.760950e-03
93	-1.644544e-02	4.731102e-03
94	-1.746359e-02	4.718124e-03
