5.500000e+03	0.000000e+00	0.000000e+00
5.530000e+03	0.000000e+00	0.000000e+00
5.560000e+03	8.316700e-08	8.316700e-08
5.590000e+03	2.495010e-07	1.437611e-07
5.620000e+03	3.326680e-07	2.033769e-07
5.650000e+03	1.663340e-07	1.174982e-07
5.680000e+03	3.326680e-07	1.658342e-07
5.710000e+03	8.316700e-07	3.092650e-07
5.740000e+03	1.663340e-07	1.174982e-07
5.770000e+03	7.485030e-07	4.470642e-07
5.800000e+03	4.158350e-07	2.194727e-07
5.830000e+03	1.247505e-06	3.386848e-07
5.860000e+03	1.413839e-06	3.573279e-07
5.890000e+03	1.746507e-06	4.568889e-07
5.920000e+03	1.996008e-06	5.188981e-07
5.950000e+03	2.910845e-06	5.919247e-07
5.980000e+03	4.740519e-06	8.093478e-07
6.010000e+03	4.990020e-06	7.756766e-07
6.040000e+03	6.819694e-06	9.217065e-07
6.070000e+03	8.316700e-06	1.079173e-06
6.100000e+03	1.006321e-05	1.158872e-06
6.130000e+03	1.156021e-05	1.224754e-06
6.160000e+03	1.655023e-05	1.601253e-06
6.190000e+03	1.879574e-05	1.702158e-06
6.220000e+03	2.345309e-05	1.907989e-06
6.250000e+03	2.619760e-05	2.010014e-06
6.280000e+03	3.451430e-05	2.400200e-06
6.310000e+03	4.291417e-05	2.593547e-06
6.340000e+03	5.297738e-05	3.016691e-06
6.370000e+03	5.871590e-05	2.925763e-06
6.400000e+03	6.836327e-05	3.399348e-06
6.430000e+03	8.291750e-05	3.530973e-06
6.460000e+03	1.003826e-04	4.021177e-06
6.490000e+03	1.201763e-04	4.464012e-06
6.520000e+03	1.415502e-04	4.669402e-06
6.550000e+03	1.640053e-04	4.999138e-06
6.580000e+03	1.918663e-04	5.418137e-06
6.610000e+03	2.204757e-04	6.064960e-06
6.640000e+03	2.663839e-04	6.258470e-06
6.670000e+03	3.064704e-04	7.150192e-06
6.700000e+03	3.533766e-04	7.419576e-06
6.730000e+03	3.958749e-04	7.554805e-06
6.760000e+03	4.430306e-04	8.016439e-06
6.790000e+03	5.168829e-04	8.097437e-06
6.820000e+03	5.741850e-04	8.805584e-06
6.850000e+03	6.481204e-04	9.434021e-06
6.880000e+03	7.165669e-04	9.802835e-06
6.910000e+03	7.959082e-04	9.969114e-06
6.940000e+03	8.831504e-04	1.022345e-05
6.970000e+03	9.576680e-04	1.076469e-05
7.000000e+03	1.041750e-03	1.068492e-05
7.030000e+03	1.121840e-03	1.095083e-05
7.060000e+03	1.177977e-03	1.140408e-05
7.090000e+03	1.254325e-03	1.188484e-05
7.120000e+03	1.297738e-03	1.176874e-05
7.150000e+03	1.344810e-03	1.095617e-05
7.180000e+03	1.374917e-03	1.172527e-05
7.210000e+03	1.369927e-03	1.174965e-05
7.240000e+03	1.378826e-03	1.145038e-05
7.270000e+03	1.368097e-03	1.209600e-05
7.300000e+03	1.345642e-03	1.282168e-05
7.330000e+03	1.286261e-03	1.204470e-05
7.360000e+03	1.249750e-03	1.240929e-05
7.390000e+03	1.168164e-03	1.181781e-05
7.420000e+03	1.068945e-03	1.137614e-05
7.450000e+03	9.998337e-04	1.157147e-05
7.480000e+03	8.820692e-04	1.058638e-05
7.510000e+03	7.961577e-04	1.069373e-05
7.540000e+03	7.000166e-04	1.009767e-05
7.570000e+03	5.981371e-04	9.353239e-06
7.600000e+03	4.946773e-04	8.042938e-06
7.630000e+03	4.171657e-04	7.719369e-06
7.660000e+03	3.313373e-04	6.881543e-06
7.690000e+03	2.613939e-04	6.042111e-06
7.720000e+03	2.004325e-04	5.368817e-06
7.750000e+03	1.575183e-04	4.573341e-06
7.780000e+03	1.142715e-04	3.685437e-06
7.810000e+03	7.967399e-05	3.137255e-06
7.840000e+03	6.054558e-05	2.768799e-06
7.870000e+03	3.992016e-05	2.158282e-06
7.900000e+03	2.844311e-05	1.743368e-06
7.930000e+03	1.738190e-05	1.372523e-06
7.960000e+03	9.980040e-06	1.030613e-06
7.990000e+03	6.403859e-06	8.121290e-07
8.020000e+03	3.992016e-06	6.083596e-07
8.050000e+03	2.245509e-06	4.369237e-07
8.080000e+03	1.247505e-06	4.289676e-07
8.110000e+03	4.158350e-07	1.852217e-07
8.140000e+03	1.663340e-07	1.174982e-07
8.170000e+03	1.663340e-07	1.174982e-07
8.200000e+03	8.316700e-08	8.316700e-08
8.230000e+03	8.316700e-08	8.316700e-08
8.260000e+03	0.000000e+00	0.000000e+00
8.290000e+03	0.000000e+00	0.000000e+00
8.320000e+03	0.000000e+00	0.000000e+00
8.350000e+03	0.000000e+00	0.000000e+00
8.380000e+03	0.000000e+00	0.000000e+00
8.410000e+03	0.000000e+00	0.000000e+00
8.440000e+03	0.000000e+00	0.000000e+00
8.470000e+03	0.000000e+00	0.000000e+00
