6.66667 -467.303061 0.134598
5 -856.575912 0.167147
4 -1393.149937 0.208872
3.33333 -2113.601844 0.264182
2.85714 -3079.455209 0.365502
2.5 -4425.201837 0.647512
2.22222 -6830.339247 1.257296
2 -8733.578766 0.568934
1.81818 -10174.399137 0.301945
1.66667 -11417.850072 2.479091
1.53846 -12635.028173 0.177679
1.42857 -13751.024665 0.237650
1.33333 -14819.779922 0.119990
1.25 -15873.527622 0.100401
1.17647 -16910.594452 0.084270
1.11111 -17936.303723 0.071060
1.05263 -18954.136246 0.059955
1 -19966.552396 0.049576
0.952381 -20975.187137 0.042177
0.909091 -21981.210166 0.035811
0.869565 -22985.403689 0.030469
0.833333 -23988.329041 0.025865
0.8 -24990.335167 0.021985
0.769231 -25991.772741 0.018582
0.740741 -26992.743228 0.015801
0.714286 -27993.434064 0.013397
0.689655 -28993.921410 0.011280
0.666667 -29994.251396 0.009530
0.645161 -30994.486819 0.008045
0.625 -31994.637232 0.006854
0.606061 -32994.753285 0.005731
0.588235 -33994.830562 0.004839
0.571429 -34994.882847 0.004075
0.555556 -35994.920006 0.003417
0.540541 -36994.943644 0.002895
0.526316 -37994.962540 0.002397
0.512821 -38994.973529 0.002045
0.5 -39994.980930 0.001753
